[2025-05-10 13:57:56] info: 	z2m: Logging to console, file (filename: log.log)
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b0030e9f7a2/restart_required/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"device_class":"problem","enabled_by_default":false,"entity_category":"diagnostic","name":"Restart required","object_id":"zigbee2mqtt_bridge_restart_required","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0030e9f7a2_restart_required_zigbee2mqtt","value_template":"{{ value_json.restart_required }}"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/button/1221051039810110150109113116116_0x00124b0030e9f7a2/restart/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_topic":"zigbee2mqtt/bridge/request/restart","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"device_class":"restart","name":"Restart","object_id":"zigbee2mqtt_bridge_restart","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_press":"","unique_id":"bridge_0x00124b0030e9f7a2_restart_zigbee2mqtt"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/select/1221051039810110150109113116116_0x00124b0030e9f7a2/log_level/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_template":"{\"options\": {\"advanced\": {\"log_level\": \"{{ value }}\" } } }","command_topic":"zigbee2mqtt/bridge/request/options","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"entity_category":"config","name":"Log level","object_id":"zigbee2mqtt_bridge_log_level","options":["error","warning","info","debug"],"origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0030e9f7a2_log_level_zigbee2mqtt","value_template":"{{ value_json.log_level | lower }}"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0030e9f7a2/version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"entity_category":"diagnostic","icon":"mdi:zigbee","name":"Version","object_id":"zigbee2mqtt_bridge_version","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0030e9f7a2_version_zigbee2mqtt","value_template":"{{ value_json.version }}"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0030e9f7a2/coordinator_version/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:chip","name":"Coordinator version","object_id":"zigbee2mqtt_bridge_coordinator_version","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0030e9f7a2_coordinator_version_zigbee2mqtt","value_template":"{{ value_json.coordinator.meta.revision }}"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/1221051039810110150109113116116_0x00124b0030e9f7a2/network_map/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"enabled_by_default":false,"entity_category":"diagnostic","json_attributes_template":"{{ value_json.data.value | tojson }}","json_attributes_topic":"zigbee2mqtt/bridge/response/networkmap","name":"Network map","object_id":"zigbee2mqtt_bridge_network_map","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_topic":"zigbee2mqtt/bridge/response/networkmap","unique_id":"bridge_0x00124b0030e9f7a2_network_map_zigbee2mqtt","value_template":"{{ now().strftime('%Y-%m-%d %H:%M:%S') }}"}'
[2025-05-10 13:58:14] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/switch/1221051039810110150109113116116_0x00124b0030e9f7a2/permit_join/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"availability_mode":"all","command_topic":"zigbee2mqtt/bridge/request/permit_join","device":{"hw_version":"ZStack3x0 20240710","identifiers":["zigbee2mqtt_bridge_0x00124b0030e9f7a2"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.3.0"},"icon":"mdi:human-greeting-proximity","name":"Permit join","object_id":"zigbee2mqtt_bridge_permit_join","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"{\"time\": 0}","payload_on":"{\"time\": 254}","state_off":"false","state_on":"true","state_topic":"zigbee2mqtt/bridge/info","unique_id":"bridge_0x00124b0030e9f7a2_permit_join_zigbee2mqtt","value_template":"{{ value_json.permit_join | lower }}"}'
[2025-05-10 13:59:26] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 13:59:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"9njik-1"}'
[2025-05-10 13:59:30] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 13:59:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"9njik-2"}'
[2025-05-10 14:02:26] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:02:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"ephiz-1"}'
[2025-05-10 14:04:21] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:04:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"78kkd-1"}'
[2025-05-10 14:04:23] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:04:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"78kkd-2"}'
[2025-05-10 14:05:22] info: 	zh:controller: Interview for '0x000d6f0016689396' started
[2025-05-10 14:05:22] info: 	z2m: Device '0x000d6f0016689396' joined
[2025-05-10 14:05:22] info: 	z2m: Starting interview of '0x000d6f0016689396'
[2025-05-10 14:05:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f0016689396","ieee_address":"0x000d6f0016689396"},"type":"device_joined"}'
[2025-05-10 14:05:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f0016689396","ieee_address":"0x000d6f0016689396","status":"started"},"type":"device_interview"}'
[2025-05-10 14:05:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f0016689396","ieee_address":"0x000d6f0016689396"},"type":"device_announce"}'
[2025-05-10 14:05:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f0016689396","ieee_address":"0x000d6f0016689396"},"type":"device_announce"}'
[2025-05-10 14:05:23] info: 	zh:controller:device: Device '0x000d6f0016689396' is only compliant to revision 'pre-21' of the ZigBee specification (current revision: 23).
[2025-05-10 14:05:37] error: 	zh:controller: Interview failed for '0x000d6f0016689396 with error 'Error: AREQ - ZDO - simpleDescRsp after 10000ms'
[2025-05-10 14:05:37] error: 	z2m: Failed to interview '0x000d6f0016689396', device has not successfully been paired
[2025-05-10 14:05:37] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x000d6f0016689396/linkquality/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"identifiers":["zigbee2mqtt_0x000d6f0016689396"],"manufacturer":"","model":"Automatically generated definition","model_id":"","name":"0x000d6f0016689396","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:signal","name":"Linkquality","object_id":"0x000d6f0016689396_linkquality","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/0x000d6f0016689396","unique_id":"0x000d6f0016689396_linkquality_zigbee2mqtt","unit_of_measurement":"lqi","value_template":"{{ value_json.linkquality }}"}'
[2025-05-10 14:05:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f0016689396","ieee_address":"0x000d6f0016689396","status":"failed"},"type":"device_interview"}'
[2025-05-10 14:05:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/configure', payload '{"data":{},"error":"Device '0x000d6f0016689396' cannot be configured","status":"error","transaction":"hxfo5-1"}'
[2025-05-10 14:05:55] info: 	z2m: Interviewing '0x000d6f0016689396'
[2025-05-10 14:06:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x000d6f0016689396', payload ''
[2025-05-10 14:06:22] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x000d6f0016689396/linkquality/config', payload ''
[2025-05-10 14:06:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/烟雾报警器', payload '{"linkquality":255}'
[2025-05-10 14:06:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/rename', payload '{"data":{"from":"0x000d6f0016689396","homeassistant_rename":true,"to":"烟雾报警器"},"status":"ok","transaction":"aqfzo-1"}'
[2025-05-10 14:07:15] error: 	z2m: Request 'zigbee2mqtt/bridge/request/device/interview' failed with error: 'interview of '烟雾报警器' (0x000d6f0016689396) failed: Error: Interview failed because can not get active endpoints ('0x000d6f0016689396')'
[2025-05-10 14:07:15] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/interview', payload '{"data":{},"error":"interview of '烟雾报警器' (0x000d6f0016689396) failed: Error: Interview failed because can not get active endpoints ('0x000d6f0016689396')","status":"error","transaction":"hxfo5-2"}'
[2025-05-10 14:08:02] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/configure', payload '{"data":{},"error":"Device '烟雾报警器' cannot be configured","status":"error","transaction":"80wzg-1"}'
[2025-05-10 14:12:40] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:12:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"msu5f-1"}'
[2025-05-10 14:13:52] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:13:52] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"r5qup-1"}'
[2025-05-10 14:13:53] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:13:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"r5qup-2"}'
[2025-05-10 14:15:48] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:15:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"syjix-1"}'
[2025-05-10 14:15:49] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:15:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"syjix-2"}'
[2025-05-10 14:17:49] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:17:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"axzzt-1"}'
[2025-05-10 14:17:50] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:17:50] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"axzzt-2"}'
[2025-05-10 14:19:11] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:19:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"qfmyk-1"}'
[2025-05-10 14:19:12] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:19:12] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"qfmyk-2"}'
[2025-05-10 14:20:16] info: 	z2m: Zigbee: disabling joining new devices.
[2025-05-10 14:20:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":0},"status":"ok","transaction":"yhwmz-1"}'
[2025-05-10 14:20:17] info: 	z2m: Zigbee: allowing new devices to join.
[2025-05-10 14:20:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"time":254},"status":"ok","transaction":"yhwmz-2"}'
[2025-05-10 14:20:37] info: 	zh:controller: Interview for '0x000d6f00164551d1' started
[2025-05-10 14:20:37] info: 	z2m: Device '0x000d6f00164551d1' joined
[2025-05-10 14:20:38] info: 	z2m: Starting interview of '0x000d6f00164551d1'
[2025-05-10 14:20:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f00164551d1","ieee_address":"0x000d6f00164551d1"},"type":"device_joined"}'
[2025-05-10 14:20:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f00164551d1","ieee_address":"0x000d6f00164551d1","status":"started"},"type":"device_interview"}'
[2025-05-10 14:20:38] info: 	zh:controller:device: Device '0x000d6f00164551d1' is only compliant to revision 'pre-21' of the ZigBee specification (current revision: 23).
[2025-05-10 14:20:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f00164551d1","ieee_address":"0x000d6f00164551d1"},"type":"device_announce"}'
[2025-05-10 14:20:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"0x000d6f00164551d1","ieee_address":"0x000d6f00164551d1"},"type":"device_announce"}'
[2025-05-10 14:20:40] info: 	zh:controller: Succesfully interviewed '0x000d6f00164551d1'
[2025-05-10 14:20:40] info: 	z2m: Successfully interviewed '0x000d6f00164551d1', device has successfully been paired
[2025-05-10 14:20:40] warning: 	z2m: Device '0x000d6f00164551d1' with Zigbee model 'HY0022' and manufacturer name 'REXENSE' is NOT supported, please follow https://www.zigbee2mqtt.io/advanced/support-new-devices/01_support_new_devices.html
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_1/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"0x000d6f00164551d1","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"name":"Alarm 1","object_id":"0x000d6f00164551d1_alarm_1","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/0x000d6f00164551d1","unique_id":"0x000d6f00164551d1_alarm_1_zigbee2mqtt","value_template":"{{ value_json.alarm_1 }}"}'
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"definition":{"description":"Automatically generated definition","exposes":[{"access":1,"description":"Indicates whether IAS Zone alarm 1 is active","label":"Alarm 1","name":"alarm_1","property":"alarm_1","type":"binary","value_off":false,"value_on":true},{"access":1,"description":"Indicates whether IAS Zone alarm 2 is active","label":"Alarm 2","name":"alarm_2","property":"alarm_2","type":"binary","value_off":false,"value_on":true},{"access":1,"category":"diagnostic","description":"Indicates whether the device is tampered","label":"Tamper","name":"tamper","property":"tamper","type":"binary","value_off":false,"value_on":true},{"access":1,"category":"diagnostic","description":"Indicates whether the battery of the device is almost empty","label":"Battery low","name":"battery_low","property":"battery_low","type":"binary","value_off":false,"value_on":true},{"access":1,"category":"diagnostic","description":"Link quality (signal strength)","label":"Linkquality","name":"linkquality","property":"linkquality","type":"numeric","unit":"lqi","value_max":255,"value_min":0}],"model":"HY0022","options":[],"supports_ota":false,"vendor":"REXENSE"},"friendly_name":"0x000d6f00164551d1","ieee_address":"0x000d6f00164551d1","status":"successful","supported":false},"type":"device_interview"}'
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_2/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"0x000d6f00164551d1","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"name":"Alarm 2","object_id":"0x000d6f00164551d1_alarm_2","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/0x000d6f00164551d1","unique_id":"0x000d6f00164551d1_alarm_2_zigbee2mqtt","value_template":"{{ value_json.alarm_2 }}"}'
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/tamper/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"0x000d6f00164551d1","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"device_class":"tamper","entity_category":"diagnostic","object_id":"0x000d6f00164551d1_tamper","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/0x000d6f00164551d1","unique_id":"0x000d6f00164551d1_tamper_zigbee2mqtt","value_template":"{{ value_json.tamper }}"}'
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/battery_low/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"0x000d6f00164551d1","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"device_class":"battery","entity_category":"diagnostic","object_id":"0x000d6f00164551d1_battery_low","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/0x000d6f00164551d1","unique_id":"0x000d6f00164551d1_battery_low_zigbee2mqtt","value_template":"{{ value_json.battery_low }}"}'
[2025-05-10 14:20:40] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x000d6f00164551d1/linkquality/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"0x000d6f00164551d1","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"enabled_by_default":false,"entity_category":"diagnostic","icon":"mdi:signal","name":"Linkquality","object_id":"0x000d6f00164551d1_linkquality","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"state_class":"measurement","state_topic":"zigbee2mqtt/0x000d6f00164551d1","unique_id":"0x000d6f00164551d1_linkquality_zigbee2mqtt","unit_of_measurement":"lqi","value_template":"{{ value_json.linkquality }}"}'
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/0x000d6f00164551d1', payload ''
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_1/config', payload ''
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/燃气报警器', payload '{"alarm_1":null,"alarm_2":null,"battery_low":null,"linkquality":131,"tamper":null}'
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/device/rename', payload '{"data":{"from":"0x000d6f00164551d1","homeassistant_rename":true,"to":"燃气报警器"},"status":"ok","transaction":"yhwmz-3"}'
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_2/config', payload ''
[2025-05-10 14:21:25] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/tamper/config', payload ''
[2025-05-10 14:21:26] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/battery_low/config', payload ''
[2025-05-10 14:21:26] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/sensor/0x000d6f00164551d1/linkquality/config', payload ''
[2025-05-10 14:21:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/0x000d6f00164551d1/alarm_1/config', payload '{"availability":[{"topic":"zigbee2mqtt/bridge/state","value_template":"{{ value_json.state }}"}],"device":{"hw_version":2,"identifiers":["zigbee2mqtt_0x000d6f00164551d1"],"manufacturer":"REXENSE","model":"Automatically generated definition","model_id":"HY0022","name":"燃气报警器","sw_version":"20181113 14:12","via_device":"zigbee2mqtt_bridge_0x00124b0030e9f7a2"},"name":"Alarm 1","object_id":"燃气报警器_alarm_1","origin":{"name":"Zigbee2MQTT","sw":"2.3.0","url":"https://www.zigbee2mqtt.io"},"payload_off":false,"payload_on":true,"state_topic":"zigbee2mqtt/燃气报警器","unique_id":"0x000d6f00164551d1_alarm_1_zigbee2mqtt","value_template":"{{ value_json.alarm_1 }}"}'
